ID,average.MT.div.RNA.seq,max.MT.div.RNA.Seq
3b50841d-fd1b-4f40-85db-db97403b3411_gdc_realn_rehead,0.296783541816,0.907165767573
3bda51f4-6075-4f3c-a8ca-92b72d0d8e73_gdc_realn_rehead,0.126161109232,0.997502546369
3cf10dbd-0f15-4a50-8980-8959deb38538_gdc_realn_rehead,0.363726376924,1.0
3ea7a215-73c4-4e11-94f3-2aa03325349e_gdc_realn_rehead,0.152992626227,0.883738184747
418985cf-3f58-4673-9303-961204e7c470_gdc_realn_rehead,0.0826464779242,0.994984828186
441fc7e7-d77a-4cfb-bb94-08c5cbf43e10_gdc_realn_rehead,0.125570670442,0.985228136034
444742fb-f08e-45a8-9f31-b265a34deff7_gdc_realn_rehead,0.399063651578,1.36205125173
46a22381-f8d1-40d3-9be4-8b48be4d0e86_gdc_realn_rehead,0.203633535251,1.81127812446
481e7b1a-4750-46e9-a326-7c515fe80bc6_gdc_realn_rehead,0.183979263562,0.997852776609
49e98347-78bc-46bb-ba9a-895ec6cee19a_gdc_realn_rehead,0.212563696373,1.60984030472
4bcb9553-89a1-43b8-87ed-c734bcaccb42_gdc_realn_rehead,0.43344657043,1.0
4d94d6b6-0ea3-4f5e-9b41-ac1618e7629f_gdc_realn_rehead,0.169281665033,1.47983202362
4e3283f8-1bb1-452f-b065-2de234d759d7_gdc_realn_rehead,0.234981960092,0.970950594455
55427b1d-4160-45fd-a5d4-a72d724e87b4_gdc_realn_rehead,0.156226515082,0.999473020186
56089d6d-8b99-4325-8e68-e91d78b56322_gdc_realn_rehead,0.147616076622,0.979868756651
57b7eeb8-5a64-4780-aa48-49ae8f168ad6_gdc_realn_rehead,0.112026027106,0.998000883872
57dc603f-e1c0-4fc0-9ed9-76dd5b6f9bd4_gdc_realn_rehead,0.23764674948,1.0
5a5439dd-fc39-4514-be27-7ca9c006a3da_gdc_realn_rehead,0.471475200055,1.0
5d9ee8ea-0c7c-4183-9fa3-5d7ef423fd7a_gdc_realn_rehead,0.205176644152,0.999549110825
60aede2a-3fb0-499d-9860-c4f63d1f540d_gdc_realn_rehead,0.208144397306,0.991617829788
65839088-5527-4008-9232-142ee8e0e627_gdc_realn_rehead,0.426847382824,1.0
66fceedb-f1e9-468c-af06-f2c19bbc44ee_gdc_realn_rehead,0.163115301427,1.52936086529
67295c38-9cc0-4492-b782-05f762173b63_gdc_realn_rehead,0.119082357971,0.947435136184
6b7d7402-42f0-4511-937f-9462ef549ef6_gdc_realn_rehead,0.124762646308,0.995727452085
6bc88daf-bcd3-4343-9aa5-bb69a90d6503_gdc_realn_rehead,0.155729362128,0.881290899231
6c5a23c8-70b3-4bb3-842d-42b048978f1e_gdc_realn_rehead,0.0898163496922,0.970950594455
6ce7ac63-a45e-4f8a-9520-0d22536fcd05_gdc_realn_rehead,0.224084779329,0.970950594455
6d42470b-3777-4edb-a2ec-0f2dc3089caa_gdc_realn_rehead,0.162274589886,0.948848294242
6dae1a17-70b1-4989-b591-ce1dec2ec802_gdc_realn_rehead,0.0855165595107,0.998000883872
6e3dbbf4-ea7c-438f-a944-55adb7c291d5_gdc_realn_rehead,0.172581496071,0.997736670342
7009dd2b-81da-4e36-ac29-5c17b96bfd69_gdc_realn_rehead,0.187651836418,0.863120568567
703063d9-d8a1-4ec4-8bc2-ba80456c9daf_gdc_realn_rehead,0.146531790063,1.0
710df87f-9999-432b-9a4a-cdf6d698c093_gdc_realn_rehead,0.0958938078277,0.870864469235
76a0703a-0540-4ca8-baa8-128a52b0846d_gdc_realn_rehead,0.166445232263,1.0
78ef733f-6117-482b-9a45-93bd0366d0ee_gdc_realn_rehead,0.330540388827,0.999643749678
79c6d8ea-54c0-4bc4-bf52-1477b6c9d46c_gdc_realn_rehead,0.13919342579,1.5435644432
7e643be8-5454-42aa-ab67-1c77c8c55809_gdc_realn_rehead,0.104183293892,1.0
7f37d4d0-be8b-4f0f-a2eb-d7368e279f04_gdc_realn_rehead,0.208417581802,0.988699408288
7fc80880-9530-489c-84a8-5994ce745892_gdc_realn_rehead,0.079911390301,0.863120568567
804a851a-a496-4139-b304-4fcbb4e466f8_gdc_realn_rehead,0.216761258636,0.999777967212
861a0fcf-4794-4437-9f95-714be338f3c8_gdc_realn_rehead,0.132271367986,0.999570839347
88e6af82-c26e-4a65-9cd2-97c6b78d25ee_gdc_realn_rehead,0.279995349042,0.994030211477
8a029484-0321-4f80-a941-37bbb91d41e6_gdc_realn_rehead,0.159377542133,0.99344723838
8ba08d5f-7688-4e6c-a244-62be20a4b644_gdc_realn_rehead,0.120503850261,1.0
8ca1ceb0-da28-43de-b1df-afadf5360109_gdc_realn_rehead,0.135196148043,0.998509098918
90233afc-bc3f-450e-a96c-6f5b754d2749_gdc_realn_rehead,0.133189286815,0.918295834054
9223f026-93b0-42ca-9069-5cb40b1a34e8_gdc_realn_rehead,0.173421802076,1.0
924207e4-46c5-40ed-b829-4a8fc925466d_gdc_realn_rehead,0.133689668574,0.999257979093
92a8a159-4328-4c84-9cf8-38e884b4b4fc_gdc_realn_rehead,0.120407518445,1.0
9478d01a-af79-498e-aea6-406495acdb37_gdc_realn_rehead,0.193930477852,1.79185835257
94d02ca0-9544-4491-8cde-f73748465eeb_gdc_realn_rehead,0.0677825072339,0.968164732076
9531ac98-fef6-4d7a-a444-ba83b7eb0f92_gdc_realn_rehead,0.212548466798,1.0
9910c730-39be-4cf1-9007-1b3a9712a4f2_gdc_realn_rehead,0.179962663671,0.896038232535
9aaecc75-33ae-42e7-8cc9-806afd9f067a_gdc_realn_rehead,0.182681213275,0.982858689713
9ca830f3-ac0a-49a9-892d-878b1d593743_gdc_realn_rehead,0.605778257661,0.999993085828
9fd2752a-dc0e-4ac4-9149-39206980cba9_gdc_realn_rehead,0.177634548907,1.60796961201
a139f37f-a62c-4722-9dc7-a15df478d791_gdc_realn_rehead,0.253298475194,0.999771600667
a3736f9a-6f21-4b60-82c9-fef598683885_gdc_realn_rehead,0.139475917065,0.979868756651
a4c45d2b-9067-4218-8428-1b7be3977ee1_gdc_realn_rehead,0.075344220755,0.992476003943
a50cdac5-77de-4120-bf4e-fa45415e389d_gdc_realn_rehead,0.275806599659,0.991076059838
aa44b29e-8a79-43ae-b8c4-8b7ffa8e07cc_gdc_realn_rehead,0.121403234154,1.0
abe71233-5615-42a4-b2fd-8988f22c3ac9_gdc_realn_rehead,0.0803153024321,0.968897709224
ac92ae82-c416-4812-93e1-9f3def081381_gdc_realn_rehead,0.302213097364,0.918295834054
ad779f07-1d5e-4720-be52-4d031146349f_gdc_realn_rehead,0.0769964554523,1.0
b0363f34-ad46-42b2-be94-eec3be39160b_gdc_realn_rehead,0.160848301084,1.0
b04cbefe-48d2-40ca-9230-18566adbe9ee_gdc_realn_rehead,0.0975286558939,0.989992791558
b62181ac-22b7-452d-8055-313a8fd9b740_gdc_realn_rehead,0.140671210683,1.61457156122
bd151a41-d4db-4044-9e5d-6c7df9282353_gdc_realn_rehead,0.0766594157593,0.974240833489
c292261b-d8e9-4245-936a-884d0c5f2544_gdc_realn_rehead,0.21551190558,0.93608143194
c4b527da-7ddc-4bea-a3f0-45379f159c59_gdc_realn_rehead,0.582584496898,1.71472747313
c4c56341-9436-4ebe-a008-f822256db2d6_gdc_realn_rehead,0.141706931234,0.970950594455
c662eb1e-d0f9-4e36-b07a-1464ba06ff99_gdc_realn_rehead,0.107454970342,1.0
c79fd4ee-51a2-4566-b6fd-7c883e5f09d6_gdc_realn_rehead,0.0832202296513,0.999711441753
c92b3b05-9cdf-4dba-8f8e-e12e82b8e9ec_gdc_realn_rehead,0.291363510856,0.918295834054
ca70f952-1943-4b89-94fc-3795b5cf29a7_gdc_realn_rehead,0.0632980598012,0.977417817528
cb41fa4c-8c27-49b2-8070-593c6edccfc6_gdc_realn_rehead,0.151476090383,1.0
cc68e6a2-0865-4656-80fb-2594a64ffba9_gdc_realn_rehead,0.116197591383,1.39124356363
cd0e8e79-5897-426d-803e-a6c3f1bbdfda_gdc_realn_rehead,0.177491969592,0.999699542857
cdceb01f-0ea0-46a3-a1da-9bd84479235c_gdc_realn_rehead,0.178543018206,0.930586129132
d1731e80-53bc-4225-9097-8d7e32aa173a_gdc_realn_rehead,0.145440259598,0.996316519559
d1986fd8-b966-4ace-ab1a-581a18ecbdbe_gdc_realn_rehead,0.248095709325,0.983939395164
d1ada222-b67f-47c0-b380-091eaab093b4_gdc_realn_rehead,0.0229460029955,0.5435644432
d4f41f6d-7353-462d-ab1e-61adac431d8b_gdc_realn_rehead,0.156322553632,1.18272722834
dbaa4e7f-79fc-43ed-8258-f1f50110495d_gdc_realn_rehead,0.165013179841,0.938932010581
dcc908fd-afb3-48a7-9f48-d98355d50030_gdc_realn_rehead,0.184573430862,1.60275360836
ddd400df-3376-447a-859b-7415a679eb46_gdc_realn_rehead,0.266670946628,1.0
de24d8b4-3113-480a-84bd-86d8f39560cf_gdc_realn_rehead,0.243422129383,1.79732651015
e0990992-6012-41ef-9db2-e0090973f822_gdc_realn_rehead,0.271237222056,0.987137774372
e345e4fc-a026-4f70-8e35-ec0a60dc6218_gdc_realn_rehead,0.10878568235,0.998932654626
e9ba1277-0d5b-413a-b30b-ed5df883f036_gdc_realn_rehead,0.300917182872,1.0
ebf6d5b9-6359-46d9-9e73-066a15b5f903_gdc_realn_rehead,0.322684559937,0.994030211477
ed5e8d92-a12a-4da5-8433-6016e8ce1f5f_gdc_realn_rehead,0.22466073035,1.0
f0230c35-06f0-4ef2-ad92-cdead9cd3612_gdc_realn_rehead,0.183323215259,0.85545081056
f4f6d8c0-a78d-4ee1-93e1-48a8c9d23cb4_gdc_realn_rehead,0.36346809726,1.0
f7e760b7-9e86-4d22-b257-c0d4d6f0e439_gdc_realn_rehead,0.301974558551,0.977417817528
fa14f063-b1b6-4e56-9b5c-c9c1248f5d1f_gdc_realn_rehead,0.192769461358,0.918295834054
fa48365f-fe1b-44e6-94fc-c52b8a1ed7a0_gdc_realn_rehead,0.127793359093,0.999517475358
fa7246ef-c9ef-4494-9a5c-31b6eb90e802_gdc_realn_rehead,0.224797420552,0.970950594455
fb76cae1-8b63-4459-9c06-597dfd080a66_gdc_realn_rehead,0.1755084773,0.998438923026
fd89981a-e0ad-425b-a456-60edba4bd7a5_gdc_realn_rehead,0.159930826948,0.998481607798
ff888786-bde7-40a5-aa86-3bd2ed0f717b_gdc_realn_rehead,0.0640201933622,0.829607103088
ff888786-bde7-40a5-aa86-3bd2ed0f717b_gdc_realn_rehead,0.0640201933622,0.829607103088
